,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,Two Or More Races,Husband Wife Family Households,Single Guardian,Singles,Singles With Roommate,Households Without Kids,Households With Kids,Worked Full-time With Earnings,Worked Part-time With Earnings,No Earnings,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year
946,17397,16530,35793,15587,318,712,12,1568,3463,9923,9211,7147,2861,14730,2925,11892,4518,25605,7740,6910,2712,4166,2747,135,1000,4208,14606,3538,1710,2283,739,95,15631,822,1680,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,2015
947,17203,12250,54989,10448,7,2080,23,3359,7310,7651,9052,9861,5070,22654,3051,29167,5542,9390,8362,2450,1782,3792,1265,627,101,15827,15225,428,2028,422,516,290,12867,434,1607,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,2016
948,53317,18075,31217,22033,308,1642,41,2433,8423,15961,8968,9479,1690,18819,2826,21470,7850,38264,6233,7750,2204,4943,3443,656,844,14270,23373,2991,1980,1435,661,135,13073,776,1157,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,2015
949,23475,17184,45330,17417,57,669,195,4838,13817,15573,2219,8594,5997,24507,1521,31403,3231,10071,4958,5341,2101,7676,2934,627,243,10817,16007,4174,2772,2313,695,65,15915,400,3269,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,2017
950,16481,13885,42718,28130,513,1609,138,3203,13565,9917,7697,10110,6412,21823,3823,22589,3915,23777,6071,8181,2329,1117,4143,409,732,6325,12017,2400,2193,6084,826,451,5858,322,3551,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,2018
951,16111,15836,29432,25333,402,2140,104,1043,7243,9951,7267,8142,6275,16355,3082,21262,4939,36195,8384,8215,1318,3392,2512,160,332,13505,22498,3668,2298,7911,311,350,6337,385,690,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,2016
952,21079,10507,54452,10355,624,1447,169,4384,7103,5541,8598,7559,5641,14273,3127,23466,3686,29910,7740,4213,3614,5692,1056,457,137,14412,32293,4884,2396,5989,694,467,9807,532,2749,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2014
953,24061,11182,64433,30386,563,1353,141,1453,3352,9437,3591,5746,2132,14831,1895,27490,6455,29092,4839,3277,171,2924,2560,719,298,12660,19669,490,1225,2763,537,202,14535,766,1329,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,2017
954,58247,13251,62421,28729,688,1509,45,3790,5514,7794,2444,12327,4120,16229,4365,15260,7606,26933,8314,7293,3097,3215,3405,348,474,19294,17209,370,3248,5055,935,302,11875,761,1616,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,2016
955,38566,6791,65251,6932,705,842,40,1013,7946,10987,2869,9527,2538,8311,1226,23374,5908,18966,8525,2662,1202,4390,1466,458,131,22861,9517,2148,1763,8087,291,440,18211,250,2716,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,2014
956,37022,11755,37984,23305,175,1100,139,1689,6667,5912,8849,7463,2514,13883,3842,34893,6848,27849,4835,2245,4144,2546,4212,282,464,12927,11499,3683,1827,8648,914,398,7458,194,2845,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,2014
957,46633,14466,31349,20322,332,2447,38,400,4957,13061,7705,8997,1668,22005,3672,29131,2550,30408,7885,3914,2028,4030,5436,699,990,22118,29183,262,1306,4707,493,304,18524,386,2234,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,2018
958,46940,13530,52390,19696,336,1867,95,4287,3777,16747,4415,10364,4187,20445,4056,30309,3926,24023,5893,5985,2501,323,4718,758,260,26174,28722,1294,4500,161,421,82,7982,154,3656,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2017
959,47360,14951,32329,19738,154,1024,93,178,6119,16428,6619,11303,1249,15025,1310,27637,6986,16824,7753,3866,726,7567,862,545,99,27107,31159,4068,3718,1344,786,189,9812,772,1749,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2015
960,18110,6298,21124,33684,703,1198,87,2623,1941,10086,3275,5625,3468,9502,1433,35208,4378,29677,8196,5778,3865,3514,3684,346,128,13080,25841,2126,2515,8054,362,73,14125,526,2215,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,2015
961,42194,16472,47866,34433,81,969,181,4656,8686,14249,9246,12368,2238,9822,3025,30364,7715,19594,4781,2699,4187,1984,1197,200,301,3756,13337,604,3021,144,267,493,19134,195,2571,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,2016
962,32737,6737,22832,19784,511,1690,168,760,13237,6668,6844,8078,5841,19940,3803,25236,6510,12159,9123,3106,1041,2795,1600,191,233,23284,22900,3802,3233,62,662,305,13496,737,1686,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,2015
963,40317,16604,50313,24681,299,2252,95,2126,2130,13929,6264,5195,3681,22548,1172,34530,3586,31984,3814,3970,2506,7641,1067,716,988,11599,23317,1000,4430,3332,426,277,18381,616,773,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,2018
964,43779,15126,37678,15035,639,527,20,2163,6634,14791,7229,11967,2463,13881,1755,24549,4373,18464,5361,5005,2267,6578,3382,607,670,18060,27966,4371,4439,6893,760,181,21228,515,3477,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,2014
965,46858,11792,62112,10529,71,1604,69,249,6574,8084,3139,6627,4256,8025,1736,19638,5872,33331,4599,7079,2475,4831,1218,391,884,20246,28228,1358,3582,6497,675,299,6442,721,3226,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,2018
966,49573,6275,66791,27408,624,2150,176,3015,9637,4538,3987,5087,2295,21087,3823,13359,2587,21490,4378,6467,4557,3030,1724,151,865,18242,23189,1028,3386,7538,571,457,17009,191,2872,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,2018
967,37286,16718,49565,26854,114,2203,149,1898,6710,15903,7360,8073,6325,7900,1109,16515,6679,8195,8512,6605,1328,6737,310,665,605,6257,19341,1443,3460,1708,242,467,19302,579,3104,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,2016
968,52208,7523,43509,20565,191,1758,103,3777,6330,12343,5872,12209,2621,13076,3071,18733,4522,13116,8852,4239,609,5421,5534,506,378,7702,12967,817,1660,1212,286,122,17515,649,3287,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015
969,21853,15276,54596,7909,42,1143,37,2007,1929,16196,8542,9582,5750,10634,1487,21611,2990,21339,8155,5878,3062,2023,4491,746,579,19971,21201,1051,3900,301,660,267,6400,465,1691,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,2016
970,19587,11109,44591,35162,74,990,2,2566,10751,9510,5651,4799,4173,14637,2650,20945,5098,24853,5335,5797,322,4197,930,735,346,15878,21553,419,2474,1534,753,142,18861,209,874,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2018
971,22471,6038,23136,27924,80,1220,147,1888,8328,4906,2461,12539,4308,15253,1898,14431,5940,36431,4262,7556,3025,8374,4386,608,314,19876,15093,2914,2734,2954,219,375,12550,566,2660,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2017
972,29934,12799,41865,8813,465,1883,129,669,7509,6966,7696,6584,2707,19483,1709,21112,6234,38302,5676,3375,923,8547,4782,313,519,7340,14170,1983,1799,559,116,209,21538,701,1919,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,2014
973,52479,6552,60975,27169,388,1117,132,5191,6336,15705,8021,6770,3887,11605,1098,11827,7652,27669,8267,3353,380,2145,609,415,280,19185,13063,1192,1691,7252,728,224,10436,341,3163,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,2015
974,20342,10793,46073,31439,620,384,178,4498,12659,13451,7792,4928,3177,18832,4208,13011,4238,16657,3812,4400,1402,715,3531,423,454,11234,31695,1503,2680,952,257,251,13899,422,2280,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,2016
975,31575,12222,33683,16833,2,2005,96,4767,3868,12867,5446,5485,4468,20451,3616,27695,6774,29031,6039,5671,2963,5572,601,172,401,8860,25418,4425,2962,3768,328,391,19234,679,1815,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,2017
976,52734,7577,27272,22788,559,1866,106,3944,3514,5426,6247,11683,6272,16387,2876,24503,3021,14533,7606,7694,323,5123,1681,305,887,14046,14208,907,2276,7162,581,411,12534,229,3091,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,2015
977,30956,11872,38536,14898,278,459,113,3606,13662,7440,4424,11476,1650,11020,4411,24332,3046,13224,8072,7910,4192,2364,1779,610,580,25204,12695,4657,3299,218,568,158,21056,297,2610,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,2017
978,50210,17708,34438,20525,598,907,28,5280,12120,7385,6129,10476,2307,21755,1418,17832,5726,21212,7561,3057,2218,2552,4473,423,460,14910,28150,4391,1432,6438,1008,416,11662,390,959,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,2017
979,42824,16854,57641,17251,301,190,38,738,1195,5784,8778,10714,5529,13001,4074,14474,3561,36586,4029,2797,1383,4271,5009,590,981,24745,28964,1745,2754,2768,924,188,13859,188,3726,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,2017
980,30635,17846,52333,20149,12,465,65,973,10039,9699,3951,4576,5440,8624,3591,15424,5402,15234,4337,5031,1373,6921,3066,436,270,21509,27072,3074,4357,8045,385,99,10070,241,3535,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,2015
981,40354,11509,35550,33323,284,1766,38,4102,10947,6040,3639,12878,6140,23961,2838,17512,7408,33919,6970,8585,3163,6524,696,617,978,25243,21868,1672,2746,9196,749,137,14487,544,3144,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,2018
982,19653,5876,42182,27342,531,1211,194,2254,13476,17120,8333,9696,4373,20117,1807,31098,4197,22751,3512,4289,3123,4761,2224,499,438,22725,32599,1496,4225,435,440,97,4912,426,2093,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2016
983,34401,10222,53980,19385,62,1020,138,310,5365,10387,8271,11312,1479,15686,2228,27366,5742,22602,8296,3538,1702,7716,2994,311,855,7883,21947,2699,3038,6231,124,329,5263,528,1173,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,2018
984,50500,10215,24135,13528,516,2370,44,1924,2476,10681,9240,4324,2119,20966,1229,15411,3950,12359,7104,2731,3347,8133,4529,641,274,7220,16327,1122,3786,976,188,85,13510,280,1401,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,2015
985,49057,10472,40798,12827,46,444,140,2430,4636,6598,3161,9398,2701,12708,1224,18949,4545,23044,6699,6084,2491,7491,1293,384,848,4835,18204,4528,3203,7719,190,497,7647,307,2593,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,2016
986,44408,16800,27562,8986,180,367,13,2182,11255,14106,7824,8756,4132,9781,3436,34674,6179,8431,8851,7422,4324,5742,448,127,674,22577,10550,4560,2088,159,202,479,6008,541,2375,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,2017
987,27951,11894,27353,23629,324,1718,111,52,3147,15854,8837,12460,6248,10407,3707,24467,7305,8620,5661,8642,4195,7133,2439,476,703,17287,18128,552,3934,5921,534,161,7584,268,784,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,2015
988,49659,12230,21227,16724,469,1539,45,1214,11280,14601,2231,11140,1557,19377,3424,20303,3481,18040,5326,4776,1556,4035,5210,271,948,23847,27363,2254,3225,7900,978,394,14612,615,2177,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,2018
989,34501,15351,34791,31287,373,2443,45,3342,11877,8706,4824,10230,2121,17534,1311,29438,7151,18775,4296,7664,1075,5290,3040,168,543,21942,19501,4824,4473,489,580,406,10406,507,3185,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,2015
990,22662,16534,36019,7593,140,873,1,2950,9037,4355,5163,11247,4266,11668,3077,29741,2786,16051,4248,2554,1686,1368,2942,477,413,6131,14114,4120,1486,9083,93,494,12062,764,3055,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,2014
991,33787,7274,55197,20653,4,1357,50,1440,11234,16972,7923,10059,4221,22168,4279,31380,6753,37563,3785,6504,1901,2995,3836,653,87,11050,19471,164,2997,1335,132,430,13377,668,2472,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,2018
992,29594,8747,64736,31854,409,1665,118,1157,5778,12381,5811,10429,3558,17836,3457,34820,5158,18563,7969,5225,113,2765,5347,487,220,10521,19429,3931,2493,5270,372,496,11071,538,1907,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2018
993,40031,10121,67427,24113,537,2048,36,5048,13124,13199,2643,7110,5221,9820,2497,15905,6757,27039,5070,7533,3253,8373,1547,240,187,26400,24965,4330,2701,7063,585,180,15482,504,3655,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,2018
994,37124,12258,20832,12137,627,1265,88,276,13871,16223,8153,10045,1708,11701,1447,29776,4720,20817,8131,4457,4546,420,1710,214,88,4119,12323,1082,2196,3563,230,374,13898,217,936,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,2017
995,56858,17907,46548,15181,129,1887,9,5309,13863,9147,4984,4810,4713,11657,1960,19925,7720,12106,8156,8018,3299,6895,2507,433,998,19485,28993,3570,4613,2992,124,487,20296,529,729,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2017
996,51835,9176,34312,19227,517,1638,39,1973,12236,9377,3052,6156,1413,24669,1159,13671,2872,26053,7222,4762,3203,1026,1360,709,292,24162,18849,1662,2719,1989,976,280,18686,625,3590,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2017
997,24725,7801,54336,35086,9,332,136,4075,11813,16857,5810,7851,6153,21817,3776,10178,5976,28487,6281,3208,1232,8184,1812,421,559,25464,28765,3030,2336,6293,529,285,19309,414,2620,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,2018
998,15877,11928,44459,25977,408,1301,189,2530,3743,6554,4267,12053,3158,19770,2878,18091,2982,27369,8941,4169,2345,5727,1513,192,687,10230,9684,652,1835,3817,316,179,9213,796,1752,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,2014
999,53473,11835,36714,17092,432,1769,85,1695,3191,13015,7040,7260,3285,9404,3630,21885,3818,30855,3630,8226,2734,3146,3245,193,908,9413,29842,2876,4060,1980,863,283,12835,327,604,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,2014
1000,28296,10083,68036,16455,119,1402,2,305,8396,9562,2648,12787,5248,9686,1781,14320,4490,13095,8057,2913,3406,5756,4309,383,359,18475,21985,2518,3634,848,886,189,7856,361,3601,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2015
1001,46493,10501,47694,21892,475,96,152,149,7098,14339,3900,10677,3925,14205,1571,11748,4625,20834,8927,5112,2195,919,1637,377,869,7383,27440,3427,1852,2831,770,312,16674,322,643,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,2016
1002,21029,12243,39898,14381,402,370,168,2198,5716,10929,4593,5726,3709,12878,3115,20218,2562,13142,4561,5858,1444,8379,3647,526,122,15876,15342,3462,4684,377,152,362,17371,401,1786,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,2014
1003,44537,7499,43870,29032,316,472,96,2372,7664,6512,5300,4276,5930,13305,2045,31746,2575,14717,6831,7598,718,7102,445,713,695,25229,27630,2195,1328,2399,519,252,8775,227,3267,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,2017
1004,23409,6482,20014,23630,423,2233,124,243,9985,13999,6899,10568,5330,8972,2888,33859,6092,39099,7931,4105,2935,2988,4866,594,559,7355,17961,439,1219,624,477,277,20205,466,1371,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,2015
1005,26947,13254,37889,9321,388,2406,16,190,5762,8742,3535,12830,4263,15704,4316,24923,7341,27057,4928,2763,3072,6780,2122,705,413,14428,30111,3867,3175,5046,533,483,8356,246,1450,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,2017
1006,40419,8443,50764,25715,725,167,74,2098,5585,15831,6754,9795,2361,8899,1582,9721,7276,14152,4578,7453,490,1277,5229,356,42,16659,9122,2267,3298,5615,120,97,5394,384,2011,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,2016
1007,30441,14354,56356,16454,153,177,51,4993,12911,11285,3847,5829,1641,10831,3725,19063,5801,31225,5255,7876,4254,7290,1050,776,71,6847,15674,1502,3943,1161,113,375,18470,496,870,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,2018
1008,23754,7911,23135,28892,598,1204,10,4250,1828,4775,3755,7953,4536,18468,2653,14508,3304,38520,6330,3479,3146,7298,4034,481,746,26414,23285,2407,2298,4638,713,167,15103,245,2632,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,2015
1009,33491,13114,18202,25264,449,246,165,588,14045,12247,4984,10910,3818,20511,4114,31327,4316,39054,6033,5104,2586,2083,1534,235,704,21569,21811,4317,4140,224,710,308,20969,469,3325,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,2016
1010,51847,17956,29549,17524,267,1367,134,3618,6160,17013,3905,8902,1784,9371,1362,9999,3982,14566,5247,7064,517,8002,4117,735,198,18915,22310,2118,3808,2453,160,379,15995,573,1951,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,2016
1011,30702,12345,28781,31701,27,471,39,3863,3696,14625,4809,8797,3276,12460,3630,27935,7362,29858,6203,8534,3493,6643,2681,281,548,14557,10594,3946,4656,5740,852,60,12433,318,3511,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,2015
1012,40920,12177,44605,14781,592,1726,1,1414,3477,14754,8995,8982,4883,15667,1404,17565,4346,14086,3543,4351,1731,9,2534,144,1009,21556,19700,1440,4597,8870,478,368,10256,468,632,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,2016
1013,39644,12944,35021,31819,28,1077,139,1325,2428,11219,5410,4239,2164,11358,1792,35096,5846,16719,5505,4755,2469,8443,4600,139,865,19428,28945,2247,1326,4772,750,103,13144,608,2542,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2017
1014,31609,13010,30562,8702,183,1860,33,1241,14259,14026,3736,9241,5823,23970,1883,26549,6095,12744,6424,8438,3657,4832,567,457,422,19118,16364,694,2021,6662,517,383,13008,606,593,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2018
1015,28985,15353,30881,33365,38,1721,189,4160,5242,6789,8027,6279,5784,16470,3985,11529,7268,30535,8560,3183,1306,1247,302,376,627,12744,11547,4860,2372,4025,435,125,15207,789,3717,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,2015
1016,19737,16124,39503,24522,53,2102,139,5249,10273,14983,7223,4747,5975,17417,1951,32881,3009,33500,4768,5885,3056,607,2180,127,96,4651,11674,1498,4543,1573,943,201,17648,384,2049,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2018
1017,15091,5784,23402,31407,375,1431,195,5283,14448,5922,4628,7187,4556,17701,1582,19866,7624,36083,5532,7863,1526,8186,1722,134,192,9702,16803,92,3980,5221,903,93,13880,567,2103,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,2014
